"Trade Association ID","Sector Grouping","Association Name","Website Link","Sectors","Brief Description"
"TRADE_ASSOCIATION_0486","Manufacturing Energy and Infrastructure","Smart Construction Network","https://www.smartconstructionnetwork.org.uk/","Construction","The Smart Construction Network has its origins in 2018 following a review by the CLC Innovation in Buildings workstream which identified a need for ‘Centres of Excellence’ to support the uptake of Smart Construction in the housing sector. S"
"TRADE_ASSOCIATION_0487","Manufacturing Energy and Infrastructure","Society of Maritime Industries (SMI)","https://www.maritimeindustries.org/","Maritime Energy","The Society of Maritime Industries is the voice of the UK's maritime engineering and business sector promoting and supporting companies which build refit and modernise commercial and naval vessels and supply equipment and services for all"
"TRADE_ASSOCIATION_0488","Manufacturing Energy and Infrastructure","Society of Maritime Industries (SMI)","https://www.maritimeindustries.org/","Maritime Energy","The Society of Maritime Industries is the voice of the UK's maritime engineering and business sector promoting and supporting companies which build refit and modernise commercial and naval vessels and supply equipment and services for all"
"TRADE_ASSOCIATION_0489","Manufacturing Energy and Infrastructure","Solar Energy UK","https://solarenergyuk.org/","Solar Energy","Solar Energy UK is the leading voice for the solar industry in the UK. They represent both the solar heating and solar power renewable energy sector groups. It was established in 1978 as a not-for-profit association and they have a wide ran"
"TRADE_ASSOCIATION_0490","Manufacturing Energy and Infrastructure","South East Wales Energy Agency (SEWEA)","https://sewenergy.org.uk/","Energy","The South East Wales Energy Agency is a registered charity established in 1994 and employing advice technical and project management staff. They work with local authorities social housing providers and directly with householders across So"
"TRADE_ASSOCIATION_0491","Manufacturing Energy and Infrastructure","Tank Storage Association (TSA)","https://tankstorage.org.uk/","All Sectors","TSA is an industry based organisation whose members are engaged in the storage of bulk liquids and the provision of products and services to the sector. TSA's members provide and support an essential interface between sea road rail and pi"
"TRADE_ASSOCIATION_0492","Manufacturing Energy and Infrastructure","Team Humber Marine Alliance (THMA)","https://www.thma.co.uk/","Marine","Team Humber Marine Alliance (THMA) is a rapidly expanding not for profit business support organisation of over 190 located around the Yorkshire Humber and Lincolnshire region. There is an enormous breadth of engineering and professional ex"
"TRADE_ASSOCIATION_0493","Manufacturing Energy and Infrastructure","techUK","https://www.techuk.org/","All Sectors","techUK represents the companies and technologies that are defining today the world that we will live in tomorrow. More than 950 companies are members. techUK is committed to helping its members and the sector grow. It does this by helping m"
"TRADE_ASSOCIATION_0494","Manufacturing Energy and Infrastructure","TTE Technical (UK)","https://tte.co.uk/","All Sectors","TTE Technical is the UK’s leading provider of technical training to the oil & gas process manufacturing and engineering sectors. They specialise in the design build operation and management of new training centres around the World; cons"
"TRADE_ASSOCIATION_0495","Manufacturing Energy and Infrastructure","The Anaeriobic Digestion and Biogas Association (ADBA)","https://adbioresources.org/","All Sectors","ADBA was established in 2009 as a not-for-profit organisation representing businesses in the anaerobic digestion sector to help remove the barriers to growth currently faced by the industry and to promote the benefits of AD to the UK. They"
"TRADE_ASSOCIATION_0496","Manufacturing Energy and Infrastructure","The British Marine Federation (BMF)","https://www.britishmarine.co.uk/","Marine","The British Marine Federation (BMF) is the trade association for the leisure super yacht and small commercial marine industry – representing businesses involved in leisure boats small commercial workboats super yachts and hire fleets. Th"
"TRADE_ASSOCIATION_0497","Manufacturing Energy and Infrastructure","The Carbon Trust","https://www.carbontrust.com/","All Sectors","The Carbon Trust is a world-leading organisation helping businesses governments and the public sector to accelerate the move to a sustainable low carbon economy through carbon reduction energy-saving strategies and commercialising low ca"
"TRADE_ASSOCIATION_0498","Manufacturing Energy and Infrastructure","The Chartered Institute of Plumbing and Heating Engineering (CIPHE)","https://www.ciphe.org.uk/","Energy Storage","The Chartered Institute of Plumbing and Heating Engineering (CIPHE) is the professional body for the UK plumbing and heating industry. The CIPHE has a membership of around 8000 including approximately 200 manufacturers and distributors wh"
"TRADE_ASSOCIATION_0499","Manufacturing Energy and Infrastructure","The Energy Council (EC)","https://energycouncil.com/","Construction","They have helped to define policies and implement projects to help mitigate climate change. They provide consultancy services and also develop their own projects and joint ventures. The Energy Council has world leading expertise to deliver"
"TRADE_ASSOCIATION_0500","Manufacturing Energy and Infrastructure","The Engineering and Machinery Alliance","https://www.eama.info/","Manufacturing Technologies","The Engineering and Machinery Alliance (EAMA) is an 'umbrella' organisation of like-minded associations that represent SME manufacturers. They act in concert on certain common lobbying issues and other representational activities."
"TRADE_ASSOCIATION_0501","Manufacturing Energy and Infrastructure","The Geological Society","https://www.geolsoc.org.uk/","Earth Sciences","The Geological Society of London is a not-for-profit organisation and a registered charity. Their aims are to improve knowledge and understanding of the Earth to promote Earth science education and awareness and to promote professional e"
"TRADE_ASSOCIATION_0502","Manufacturing Energy and Infrastructure","The Institute of Quarrying","https://www.quarrying.org/","Construction","For over 100 years the Institute of Quarrying has been supporting people working in the mineral extraction industry. They are the only professional body with the history knowledge and international experience to advise both individuals and"
"TRADE_ASSOCIATION_0503","Manufacturing Energy and Infrastructure","The Institution of Engineering and Technology (IET)","https://www.theiet.org/","Engineering","IET is one of the world’s largest engineering institutions with more than 155000 engineering and technology professionals in 148 countries. IET's mission is to inspire inform and influence the global engineering community supporting tech"
"TRADE_ASSOCIATION_0504","Manufacturing Energy and Infrastructure","The Institution of Engineers in Scotland (IES)","https://engineers.scot/","Marine","IES is a multi-disciplinary engineering body founded in Scotland that provides a forum in which individuals from all engineering and related disciplines can discuss and exchange information generate ideas and encourage young engineers. I"
